[2025-09-05 18:17:31] [INFO    ] discord.client: logging in using static token
[2025-09-05 18:17:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-05T23:17:44.277000+00:00', 'pinned': False, 'nonce': '1413664430004109312', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1413412014973390960'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-09-05T01:18:58.649000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1413664428112609363', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '.song', 'components': [], 'channel_type': 0, 'channel_id': '1413332551568982059', 'author': {'username': 'sleepy1426', 'public_flags': 64, 'primary_guild': None, 'id': '567540222238261266', 'global_name': 'Sleepy', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': {'sku_id': '1287835633733341224', 'expires_at': None, 'asset': 'a_4f2b75e5adff09709702613ea0e2cb70'}, 'avatar': 'c28e7d59e9281cc0bcc60d589afa91f3'}, 'attachments': [], 'guild_id': '1413332550474272930'}}
[2025-09-05 18:17:44] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-05 18:17:44] [DEBUG   ] discord.client: Dispatching event message
[2025-09-05 18:17:44] [DEBUG   ] discord.client: Dispatching event command
[2025-09-05 18:17:45] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 10, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-05T23:17:44.521000+00:00', 'pinned': False, 'nonce': '5750216958693394160', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1413402742315286553'], 'premium_since': None, 'pending': False, 'nick': 'Sleepy Bot', 'mute': False, 'joined_at': '2025-09-05T05:57:53.617000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1413664429135888444', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'check this sick shit out bro https://youtu.be/S3E2NDOTiBY?si=xKn6egZ30ySXtO_T', 'components': [], 'channel_type': 0, 'channel_id': '1413332551568982059', 'author': {'username': 'Dope Bot', 'public_flags': 0, 'primary_guild': None, 'id': '1413401213692809227', 'global_name': None, 'display_name_styles': None, 'discriminator': '3134', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'ad5593987fd3187f67625a0d015bc247'}, 'attachments': [], 'guild_id': '1413332550474272930'}}
[2025-09-05 18:17:45] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-05 18:17:45] [DEBUG   ] discord.client: Dispatching event message
[2025-09-05 18:17:45] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1413332551568982059/messages with {"content":"check this sick shit out bro https://youtu.be/S3E2NDOTiBY?si=xKn6egZ30ySXtO_T","components":[],"nonce":"5750216958693394160","enforce_nonce":true,"tts":false} has returned 200
[2025-09-05 18:17:45] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1413332551568982059/messages has received {'type': 0, 'content': 'check this sick shit out bro https://youtu.be/S3E2NDOTiBY?si=xKn6egZ30ySXtO_T', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-09-05T23:17:44.521000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1413664429135888444', 'channel_id': '1413332551568982059', 'author': {'id': '1413401213692809227', 'username': 'Dope Bot', 'avatar': 'ad5593987fd3187f67625a0d015bc247', 'discriminator': '3134', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '5750216958693394160'}
[2025-09-05 18:17:45] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-09-05 18:17:45] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 11, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-09-05T23:17:44.521000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1413402742315286553'], 'premium_since': None, 'pending': False, 'nick': 'Sleepy Bot', 'mute': False, 'joined_at': '2025-09-05T05:57:53.617000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1413664429135888444', 'flags': 0, 'embeds': [{'video': {'width': 1280, 'url': 'https://www.youtube.com/embed/S3E2NDOTiBY', 'placeholder_version': 1, 'placeholder': 'GicKDIQGV2aBdoeGiYG8pn9TCA==', 'height': 627, 'flags': 0}, 'url': 'https://www.youtube.com/watch?v=S3E2NDOTiBY', 'type': 'video', 'title': 'FACELIFT DEFORMATION - CYBERNETIC ORGANISM ATROCITIES [OFFICIAL ALB...', 'thumbnail': {'width': 1280, 'url': 'https://i.ytimg.com/vi/S3E2NDOTiBY/maxresdefault.jpg', 'proxy_url': 'https://images-ext-1.discordapp.net/external/b9qGBHpK0GKNWxc5XC05L_xAiX6HbX8eVzzlze5aDT0/https/i.ytimg.com/vi/S3E2NDOTiBY/maxresdefault.jpg', 'placeholder_version': 1, 'placeholder': 'GicKDIQGV2aBdoeGiYG8pn9TCA==', 'height': 720, 'flags': 0, 'content_type': 'image/jpeg'}, 'provider': {'url': 'https://www.youtube.com', 'name': 'YouTube'}, 'id': '1413664430146850942', 'description': 'Album: Cybernetic Organism Atrocities\nReleased: August 31, 2019 via Realityfade Records\nGenre: Slamming Brutal Death Metal\nLocation: Hong Kong / Taiwan\nFacebook: https://www.facebook.com/fldsbdm\nInstagram: https://www.instagram.com/facelift_deformation_official\nBandcamp: https://faceliftdeformation.bandcamp.com\n\n1. Rising Swarm [00:08]\n2. Uncont...', 'color': 16711680, 'author': {'url': 'https://www.youtube.com/channel/UCTZ35GQfSb0RsPdREhWZrtg', 'name': 'SLAM WORLDWIDE'}}], 'edited_timestamp': None, 'content': 'check this sick shit out bro https://youtu.be/S3E2NDOTiBY?si=xKn6egZ30ySXtO_T', 'components': [], 'channel_type': 0, 'channel_id': '1413332551568982059', 'author': {'username': 'Dope Bot', 'public_flags': 0, 'primary_guild': None, 'id': '1413401213692809227', 'global_name': None, 'display_name_styles': None, 'discriminator': '3134', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'ad5593987fd3187f67625a0d015bc247'}, 'attachments': [], 'guild_id': '1413332550474272930'}}
[2025-09-05 18:17:45] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-09-05 18:17:45] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2025-09-05 18:17:45] [DEBUG   ] discord.client: Dispatching event message_edit
[2025-09-05 18:18:13] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-09-05 18:18:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
